order_id,payment_sequential,payment_type,installments,payment_value,payment_status
uleJoXLnjRWP,1,credit_card,4,59.96,paid
AcBnJUivl9Dg,1,credit_card,3,30.66,paid
ATdWeoeua8ai,1,credit_card,8,2.35,paid
joyYy74OGHWZ,1,credit_card,1,361.07,paid
aqM0Dr00Ru7e,1,credit_card,3,138.94,paid
su9qtpmYRRZ4,1,wallet,1,134.38,paid
QQkl6VprDdPC,2,voucher,1,33.48,paid
70MKHgNqgYMn,1,credit_card,4,13.89,paid
NwV6qaWsqsqx,1,credit_card,10,94.22,paid
Yg64phKM9oJa,1,credit_card,3,48.19,paid
4T5ho4MRp4mJ,1,credit_card,4,3009.53,paid
I4h2Vl1Vy4vZ,1,credit_card,4,203.82,paid
gnVDCx1e4YD7,1,credit_card,3,404.44,paid
DtKD3sdpBpwJ,1,credit_card,1,112.7,paid
ZN7DWjWqWQND,1,credit_card,10,73.01,paid
6VKTocEU4N5n,1,wallet,1,76.14,paid
eVdINTRc6DTs,1,credit_card,1,48.73,paid
1pVYIkz0eQfb,1,credit_card,1,420.76,paid
NDgEVmGllteq,1,credit_card,2,272.18,paid
CjC2wYcYXNMR,1,credit_card,5,72.18,paid
IKNPNRlaS4PH,1,credit_card,3,35.03,paid
gxecAzqugRRh,1,credit_card,1,152.25,paid
uzwPcONTw6nT,1,credit_card,1,116.99,paid
BP5PB2Da0Fhi,1,credit_card,8,313.99,paid
3wKSoQagZseT,1,credit_card,1,91.6,paid
8eWU8keN9FXT,1,credit_card,1,68.22,paid
obepRrkmejN1,1,credit_card,2,313.93,paid
M7QS4SdwfiNR,6,voucher,1,959.96,paid
qcxJY5K5rPBi,1,credit_card,10,102.13,paid
zBGSaqk6atNi,5,voucher,1,704.32,paid
ogN2rxuWpNCK,1,credit_card,8,152.52,paid
SU37F2XoUDJm,1,credit_card,10,159.85,paid
2O4VRzPhg02a,1,credit_card,4,88.76,paid
zMDPbvlnXGPI,1,credit_card,4,431.15,paid
SkDe2m1n0yog,1,credit_card,2,87.36,paid
yFIPmG5Qso5x,1,credit_card,2,225.03,paid
PM660Hvl5ltN,1,wallet,1,220.27,paid
GeOcwJMHVigj,1,credit_card,1,372.16,paid
jYQul2d9y89V,1,debit_card,1,12.5,paid
mQr7ud7RxjFh,1,wallet,1,338.84,paid
IISLmGs2JnDH,1,credit_card,8,220.03,paid
7fplap09K9uW,1,credit_card,3,389.16,paid
TOB9XNU1gV1f,1,credit_card,6,118.11,paid
69R4LtM3Dkwy,1,debit_card,1,504.65,paid
uRWFD2jisRYY,1,credit_card,1,67.05,paid
2bWGX09hpCzq,1,credit_card,1,18.23,paid
w2wruPCem5Jb,1,credit_card,1,661.75,paid
SCbGP1HdX6RG,2,voucher,1,4.33,paid
dm1S9vmqr74a,1,wallet,1,420.86,paid
4EczELWhsgzG,1,wallet,1,67.95,paid
oKFxBuViwhe7,3,voucher,1,145.48,paid
3T9PiPDcq3cK,1,credit_card,6,662.62,paid
OFGFuIiesVzM,1,credit_card,10,53.81,paid
fYRfJWDPpozD,1,credit_card,5,86.43,paid
dRXwZhgcISmk,1,credit_card,10,133.1,paid
g3HasEpzawM0,1,wallet,1,158.6,paid
YFisdGiOJ3Os,1,credit_card,3,2590.61,paid
gVMHJHnYDmla,1,credit_card,2,90.74,paid
Hl9PAWXsdmPU,1,credit_card,2,228.57,paid
8EmYv2JrQoVM,1,credit_card,10,211.44,paid
ECV62MnnmTLX,1,wallet,1,1221.39,paid
4NRNwKsOveDT,1,credit_card,3,284.89,paid
WLTmxfRLxDdY,1,credit_card,5,1378.79,paid
yfKNH3zw6uaS,1,wallet,1,86.16,paid
Dp4K8yh2l2kZ,1,credit_card,6,149.58,paid
aMOKAbOn7YS7,1,wallet,1,277.99,paid
ANKr9b0fQOG1,1,credit_card,1,135.2,paid
ucFzWwW4Vl7H,1,wallet,1,148.35,paid
iz8xwkPzbsgV,1,credit_card,4,213.98,paid
Kc54kqG0Wpw8,1,credit_card,2,117.1,paid
cgMyKDbuomMt,1,credit_card,1,92.8,paid
FkANVps9FhLR,1,wallet,1,159.34,paid
7Y0OW6ELHx3i,1,wallet,1,210.43,paid
HlW2kBbHE67m,1,credit_card,10,176.9,paid
D1OV1U2a3Dd9,1,credit_card,4,625.74,paid
ZNBlTjWkNiMH,1,credit_card,1,123.06,paid
gHGTiMNfZcmq,1,credit_card,2,1351.94,paid
Dy69GWcqgkqf,1,credit_card,4,581.3,paid
QwSOLcN5DDBN,1,wallet,1,240.1,paid
rlc5qsr3lw0i,1,wallet,1,60.38,paid
1bZN4leiyzZ4,1,credit_card,1,151.14,paid
DUCbyz8Y4PXF,1,debit_card,1,242.99,paid
vPxoToV6CRId,1,credit_card,2,74.91,paid
NTazQkCK4mha,1,wallet,1,178.2,paid
TjF3h3fwXHmp,1,wallet,1,145.79,paid
EqBP17oa5BoZ,2,voucher,1,192.22,paid
KPHhhqVaXYdi,1,credit_card,1,419.06,paid
gJgR2JBSDnis,1,credit_card,4,58.9,paid
331m4OTrDpnd,1,credit_card,4,335.77,paid
9hcMqNyHVfL9,1,credit_card,1,114.8,paid
Es4nrInds5z1,1,credit_card,1,123.18,paid
nwjBTosPuevD,1,credit_card,2,10.27,paid
jarjuWpL85e5,1,wallet,1,84.78,paid
YktohNPMpWQU,1,credit_card,10,732.68,paid
lajv1hDHncw5,1,wallet,1,9.81,paid
cchlhN4a6RjF,1,credit_card,3,1057.4,paid
UmAkM11j0kiw,2,voucher,1,154.12,paid
kRiuUpaRSRej,1,credit_card,5,168.02,paid
LSUcOPGdyZYA,1,wallet,1,293.66,paid
XGCdHW22bmYg,1,credit_card,3,115.18,paid
7ggBH9rrPWbp,1,credit_card,1,152.03,paid
lFU2gz4lUKB7,1,credit_card,2,912.55,paid
r3hALQT93EsB,1,credit_card,10,190.53,paid
DliowlQV2yV8,1,wallet,1,87.46,paid
VGnTuPH9ikhV,1,credit_card,2,151.72,paid
BEzrXmUJ6jSb,1,wallet,1,429.29,paid
AJotPdRaKwyY,1,credit_card,8,309.32,paid
6EBIqp1t8jl5,1,credit_card,10,501.44,paid
uLmOgKmOLOZ9,1,credit_card,2,115.73,paid
Nfrsb5Agsaby,1,credit_card,1,328.73,paid
8MaujlQxejKT,1,credit_card,3,27.76,paid
0wKwjdY1z51U,1,credit_card,1,195.32,paid
8IWGm9dmvitQ,1,credit_card,5,99.68,paid
Uvm3eqrT5PNd,1,wallet,1,202.68,paid
JEVjyOfz3vRF,1,credit_card,3,44.7,paid
aCYHSPFKCaJ5,1,credit_card,3,126.96,paid
iU5dRkT0UbRu,1,credit_card,1,600.3,paid
JIjVStAX1OqF,1,credit_card,2,189.92,paid
y0i7sJkjdEnZ,1,credit_card,1,81.72,paid
JTeAJcOZLKTU,1,credit_card,4,131.84,paid
lle7tPix4LOq,1,credit_card,10,110.92,paid
URhgir8jvpA7,1,credit_card,10,492.92,paid
sNzXLjJHimxW,1,credit_card,10,118.15,paid
ZDuilm8eBY8K,1,credit_card,1,113.66,paid
AQvbQzBW9VJT,1,credit_card,3,104.55,paid
RQIsWBWnB9m5,1,credit_card,1,449.79,paid
dq03LBuhzhir,1,credit_card,1,65.18,paid
C8hRwTzyYNIc,1,wallet,1,149.46,paid
yXSLbq8jJNLB,1,credit_card,1,248.1,paid
geEz6xDLz5yY,1,credit_card,8,284.9,paid
C2sEixmhn3Bk,1,credit_card,6,167.52,paid
AICU9CQf9zNO,1,wallet,1,406.6,paid
MxHsuryS8LDA,2,voucher,1,249.55,paid
LB95k1HA7Zcz,1,credit_card,5,521.56,paid
uwY1Cm3kWeg9,1,credit_card,10,522.34,paid
FDCy2o1xPwo3,1,credit_card,1,365.78,paid
8G2Uai1drYy5,1,credit_card,8,284.63,paid
DgvTsaRmVUTl,1,wallet,1,61.48,paid
63ky5p0OERua,2,credit_card,8,1937.64,paid
701sy0G7mOQ4,1,credit_card,3,48.05,paid
zc2WqkEwtq8S,1,wallet,1,58.96,paid
PUH8liKD2nMy,1,credit_card,7,520.29,paid
3cjwQmNcyEID,1,credit_card,8,68.29,paid
lLBlCuLkfwDu,1,credit_card,2,718.09,paid
yVw8kpKnf4bl,1,credit_card,10,296.53,paid
alOioG9itvvW,1,credit_card,2,146.58,paid
glzxn5Tdk8dr,1,credit_card,2,197.8,paid
1MkWBKhNk2G2,1,credit_card,9,179.68,paid
wdcmll8A2yGF,1,credit_card,1,116.28,paid
xdijSPsTAPql,1,credit_card,1,818.35,paid
NbQV5WtslDAS,1,credit_card,1,36.13,paid
ITKgY0urYeu7,1,credit_card,1,18.37,paid
8ULwfJfKC6XD,1,credit_card,1,260.64,paid
AiP8lT0mFF7y,1,wallet,1,58.12,paid
lqrQCkYg3Y3o,1,wallet,1,1221.39,paid
CA4yQTJD2eiB,1,credit_card,6,37.73,paid
UkX9eB4Ysi2J,1,credit_card,3,171.85,paid
HuQIRVYlkITN,1,wallet,1,61.12,paid
5AsEcT7IYeA3,1,credit_card,2,315.73,paid
Q7ASsRpNrBxk,1,credit_card,3,259.59,paid
Dycnfztussic,1,credit_card,3,124.89,paid
sOiwCjCP0BHJ,1,credit_card,1,284.06,paid
ZcNIUEIyKw56,1,credit_card,6,44.91,paid
w8aXNo679Adb,1,credit_card,1,135.2,paid
0YFgarYz9KnD,1,credit_card,4,174.56,paid
GS7TlrcV9EiI,1,credit_card,3,247.26,paid
tbLoJTFmN51K,1,credit_card,1,14.0,paid
41ESOI7q77l3,1,credit_card,4,311.71,paid
oCxakpgwrvu5,1,wallet,1,8.6,paid
FylcoNawsxyy,1,credit_card,2,396.03,paid
uCLVoajqUFe1,1,wallet,1,129.32,paid
OLLjAyjGntvG,1,wallet,1,6.39,paid
KJxxYx3EGV4B,1,credit_card,6,129.8,paid
mFXys1P5pvQ5,1,credit_card,1,243.33,paid
vXElUhy375Ae,1,credit_card,10,21.31,paid
xmcXAV3y0bzJ,1,wallet,1,484.94,paid
Ku21hqzA50fH,1,credit_card,2,183.43,paid
x9dwFj4vKMRU,1,wallet,1,570.88,paid
XLeQfRSnRNga,1,debit_card,1,135.05,paid
Mqoc2kiYI3XM,1,credit_card,8,2190.4,paid
vqh6eg0BksBs,1,credit_card,2,39.6,paid
